 number name
509 2.30.33 "10 Kd Chaperonin, Protein Cpn10; Chain O "
510 2.30.34 "Leishmanolysin; domain 4 "
511 2.30.36 "Actin; Chain A, domain 2 "
512 2.30.38 "Luciferase; domain 3 "
513 2.30.39 "Alpha-1-antitrypsin; domain 1 "
514 2.30.40 "Urease, subunit C; domain 1 "
515 2.30.42 "Pdz3 Domain "
516 2.30.60 "HIV-inactivating Protein, Cyanovirin-n "
517 2.30.90 "Heparin-binding Growth Factor, Midkine; Chain A, C-terminal Domain; "
518 2.30.110 "Pnp Oxidase; Chain A "
519 2.30.120 "Penicillin G acylase, beta-roll domain "
520 2.30.130 "Archaeosine Trna-guanine Transglycosylase; Chain A, domain 4 "
521 2.30.140 "Spermidine Synthase; Chain A, domain 2 "
522 2.30.150 "Rna Polymerase Beta Subunit; Chain C, domain 4 "
523 2.30.160 "Methuselah Ectodomain; Chain A, domain 1 "
524 2.30.170 "Ribosomal Protein L24e; Chain T; "
525 2.30.180 "FAS1 domain "
526 2.30.210 "Leucyl-tRNA synthetase, domain 3 "
527 2.30.220 "f41 fragment of flagellin, C-terminal domain "
528 2.30.230 "Lipovitellin-phosvitin complex; beta-sheet shell regions "
529 2.30.240 "at5g01610, DUF538 DOMAIN "
530 2.30.250 "Aminopeptidase i, Domain 2 "
531 2.30.260 "putative xylanase like fold "
532 2.30.270 "duf1285 protein fold "
533 2.30.280 "PUA domain-like "
534 2.30.290 "BH3618-like "
535 2.30.300 "Phage tail proteins - horseshoe like beta roll fold "
536 2.30.310 "ibrinogen binding protein from staphylococcus aureus fold "
537 2.30.320 "Hypothetical protein YwqG fold "
538 2.30.330 "Surface presentation of antigens (SPOA) "
539 2.30.340 "PAZ domain fold "
540 2.40.10 "Thrombin, subunit H "
541 2.40.15 "Proto-oncogene - Oncogene Product P14tcl1 "
542 2.40.20 "Plasminogen Kringle 4 "
543 2.40.30 "Elongation Factor Tu (Ef-tu); domain 3 "
544 2.40.33 "M1 Pyruvate Kinase; Domain 3 "
545 2.40.37 "Lyase, Ornithine Decarboxylase; Chain A, domain 1 "
546 2.40.40 "Barwin-like endoglucanases "
547 2.40.50 "OB fold (Dihydrolipoamide Acetyltransferase, E2P) "
548 2.40.70 "Cathepsin D, subunit A; domain 1 "
549 2.40.100 "Cyclophilin "
550 2.40.110 "Butyryl-CoA Dehydrogenase, subunit A; domain 2 "
551 2.40.128 "Lipocalin "
552 2.40.150 "Ribosomal Protein L14 "
553 2.40.155 "Green Fluorescent Protein "
554 2.40.160 "Porin "
555 2.40.170 "Maltoporin; Chain A "
556 2.40.180 "Catalase HpII, Chain A, domain 1 "
557 2.40.200 "Telomere-binding Protein Beta Subunit; Chain B "
558 2.40.220 "Intramolecular trans-sialidase; domain 3 "
559 2.40.230 "Outer membrane phospholipase (ompla); Chain C "
560 2.40.240 "Ribosomal Protein L25; Chain P "
561 2.40.250 "Polyomavirus Enhancer Binding Protein 2; Chain A; "
562 2.40.260 "Sortase; Chain A; "
563 2.40.270 "Dna-directed Rna Polymerase Ii 140kd Polypeptide; Chain B; Domain 6 "
564 2.40.280 "Small Protein B; Chain A; "
565 2.40.290 "Ku70; Chain A; Domain 2 "
566 2.40.300 "Virus Head Decoration Protein; Chain A, "
567 2.40.310 "Staphostatins "
568 2.40.320 "Hypothetical Protein Pfu-838710-001 "
569 2.40.330 "At1g16640 B3 domain "
570 2.40.340 "Beta-clip "
571 2.40.350 "AOC barrel-like "
572 2.40.360 "YmcC-like fold "
573 2.40.370 "AttH-like fold "
574 2.40.380 "FomD barrel-like fold "
575 2.40.390 "CV3147-like "
576 2.40.400 "Acetoacetate decarboxylase-like "
577 2.40.410 "putative membrane protein from Corynebacterium diphtheriae fold "
578 2.40.420 "conserved putative lor/sdh protein from methanococcus maripaludis s2 fold "
579 2.40.430 "Periplasmic binding protein-like II "
580 2.40.440 "L,D-transpeptidase catalytic domain-like "
581 2.40.450 "PUA domain-like fold "
582 2.40.460 "ClpP/crotonase fold "
583 2.40.470 "catalase hpii fold "
584 2.40.480 "AOC barrel-like "
585 2.40.490 "Head and neck region of the ectodomain of NDV fusion glycoprotein "
586 2.40.500 "Upper collar protein gp10 (connector protein) fold "
587 2.40.510 "Nucleoplasmin-like/VP (viral coat and capsid proteins) "
588 2.50.10 "Bacteriochlorophyll-a Protein "
589 2.50.20 "outer membrane lipoprotein receptor (LolB), chain A "
590 2.60.9 "Neurophysin II; Chain A "
591 2.60.11 "Cytochrome C Oxidase; Chain F "
592 2.60.15 "ATP Synthase; domain 1 "
593 2.60.20 "Gamma-B Crystallin; domain 1 "
594 2.60.30 "Electron Transport Ethylamine Dehydrogenase "
595 2.60.34 "Substrate Binding Domain Of DNAk; Chain A, domain 1 "
596 2.60.40 "Immunoglobulin-like "
597 2.60.60 "Lipoxygenase-1 "
598 2.60.90 "Adenovirus Type 5 Fiber Protein (Receptor Binding Domain) "
599 2.60.98 "Tick-borne Encephalitis virus Glycoprotein; domain 1 "
600 2.60.110 "Thaumatin "
601 2.60.120 "Jelly Rolls "
602 2.60.130 "Protocatechuate 3,4-Dioxygenase, subunit A "
603 2.60.169 "Bacteriophage G4 Capsid Proteins Gpf, Gpg, Gpj, subunit 1 "
604 2.60.175 "Polyomavirus Vp1; Chain A "
605 2.60.200 "Tumour Suppressor Smad4 "
606 2.60.210 "Apoptosis, Tumor Necrosis Factor Receptor Associated Protein 2; Chain A "
607 2.60.220 "Chondroitinase Ac; Chain A, domain 3 "
608 2.60.240 "Viral Chemokine Inhibitor; Chain A "
609 2.60.250 "Baculovirus p35 "
610 2.60.260 "HSP40/DNAj peptide-binding domain "
611 2.60.270 "Mutm (Fpg) Protein; Chain A, domain 2 "
612 2.60.290 "Hypothetical Protein Tm1070; Chain A "
613 2.60.300 "Hypothetical Protein Aq_1857; Chain A; "
614 2.60.310 "Hemocyanin; Chain A, domain 2 "
615 2.60.320 "mini-chromosome maintenance (MCM) complex, domain 2 "
616 2.60.330 "receptor-binding protein prd1-p2, domain 2 "
617 2.60.340 "baseplate structural protein gp8, domain 1 "
618 2.60.350 "Dex49a from penicillium minioluteum complex, domain 1 "
619 2.60.370 "Ctag/Cox11 (Pfam 04442) "
620 2.60.390 "beta-galactosidase, domain 3 "
621 2.60.410 "Peptidoglycan synthesis regulatory factor (PBP3), Domain 2 "
622 2.60.420 "Maltose phosphorylase, domain 3 "
623 2.60.430 "YopX-like fold "
624 2.60.440 "YacF-like "
625 2.60.450 "lipopolysaccharide transport protein A fold "
626 2.60.460 "protein yfey like fold "
627 2.60.470 "Acid-sensing ion channels like fold "
628 2.60.480 "eubacterium ventriosum atcc fold "
629 2.60.490 "atp-gated p2x4 ion channel fold "
630 2.60.500 "Surface Active Protein fold "
631 2.60.510 "EV matrix protein fold "
632 2.60.520 "Triple-stranded beta-helix "
633 2.60.530 "Major cell-surface adhesin PAc "
634 2.70.9 "Adenovirus Type 2 Hexon; domain 4 "
635 2.70.10 "Thrombin Inhibitor (Hirudin); Chain I "
636 2.70.20 "Topoisomerase I; domain 3 "
637 2.70.40 "Deoxyuridine 5'-Triphosphate Nucleotidohydrolase; Chain A "
638 2.70.50 "Coagulation Factor XIII; Chain A, domain 1 "
639 2.70.70 "Glucose Permease (Domain IIA) "
640 2.70.98 "Beta-galactosidase; Chain A, domain 5 "
641 2.70.100 "1,4-Beta-D-Glucan Cellobiohydrolase I; Chain A "
642 2.70.130 "Cation-dependent Mannose-6-phosphate Receptor; Chain A "
643 2.70.150 "Calcium-transporting ATPase, cytoplasmic transduction domain A "
644 2.70.160 "Hnrnp arginine n-methyltransferase1 "
645 2.70.170 "Acetylcholine Binding Protein; Chain A, "
646 2.70.180 "Protein Yojf; Chain A; "
647 2.70.210 "Spo0b-associated Gtp-binding Protein; Chain A, "
648 2.70.220 "Ganglioside M2 Activator Protein; Chain A, "
649 2.70.230 "Glycoprotein D; Chain A; "
650 2.70.240 "Leukocidin-like "
651 2.70.250 "receptor-binding protein prd1-p2, domain 3 "
652 2.80.10 "Trefoil (Acidic Fibroblast Growth Factor, subunit A) "
653 2.80.20 "Tail fiber receptor-binding protein "
654 2.90.10 "Agglutinin, subunit A "
655 2.90.20 "Plasmodium vivax P25 fold "
656 2.100.10 "Vitelline Membrane Outer Layer Protein I, subunit A "
657 2.102.10 "Rieske Iron-sulfur Protein "
658 2.102.20 "beta-galactosidase, domain 2 "
659 2.102.30 "tm1086 (SG structure) fold "
660 2.105.10 "Pseudo beta propeller "
661 2.110.10 "Hemopexin "
662 2.115.10 "Tachylectin-2; Chain A "
663 2.120.10 "Neuraminidase "
664 2.130.10 "Methylamine Dehydrogenase; Chain H "
665 2.140.10 "Methanol Dehydrogenase; Chain A "
666 2.150.10 "Alkaline Protease, subunit P, domain 1 "
667 2.160.10 "UDP N-Acetylglucosamine Acyltransferase; domain 1 "
668 2.160.20 "Pectate Lyase C-like "
669 2.160.30 "heat- and protease-stable fragment of the bacteriophage t4 short fibre, domain 2 "
670 2.170.8 "Phosphoenolpyruvate Carboxykinase; domain 2 "
671 2.170.9 "Adenovirus Type 2 Hexon; domain 1 "
672 2.170.11 "DNA Topoisomerase I; domain 2 "
673 2.170.14 "Tailspike Protein; Chain "
674 2.170.15 "Proaerolysin; Chain A, domain 3 "
675 2.170.16 "Endonuclease - Pi-scei; Chain A, domain 1 "
676 2.170.30 "Empty Capsid Viral Protein 2 "
677 2.170.40 "HIV Envelope Protein Gp120; Chain G "
678 2.170.120 "RNA Polymerase Alpha Subunit; Chain A, domain 2 "
679 2.170.130 "Ferric Hydroxamate Uptake Protein; Chain A, domain 1 "
680 2.170.140 "Antimicrobial Protein, Tachycitin; Chain A "
681 2.170.150 "Metal Binding Protein, Guanine Nucleotide Exchange Factor; Chain A "
682 2.170.160 "Endo-1,4-beta-glucanase f; domain 2 "
683 2.170.170 "Malate synthase G - maily-beta sub-domain "
684 2.170.180 "Methuselah ectodomain, domain 2 "
685 2.170.190 "Molybdopterin biosynthesis moeA protein; domain 3 "
686 2.170.200 "Regulatory Protein E2; Chain A; Domain 2 "
687 2.170.210 "Dna Repair Protein Xrcc4; Chain A, domain 1 "
688 2.170.220 "Methionyl-trna Synthetase; domain 2 "
689 2.170.230 "Signal Peptidase I; Chain A, domain 2 "
690 2.170.240 "Noncollagenous (NC1) domain of collagen IV "
691 2.170.260 "paz domain "
692 2.170.270 "Beta-clip-like "
693 2.170.280 "f41 fragment of flagellin, middle domain "
694 2.170.290 "baseplate structural protein gp8, domain 2 "
695 2.170.300 "Tie2 ligand-binding domain fold "
696 2.180.10 "RHS repeat-associated core "
697 3.10.10 "HIV Type 1 Reverse Transcriptase; Chain A, domain 1 "
698 3.10.20 "Ubiquitin-like (UB roll) "
699 3.10.25 "Methionyl-tRNA Fmet Formyltransferase; Chain A, domain 2 "
700 3.10.28 "Endonuclease I-creI "
701 3.10.40 "Pertussis Toxin; Chain B, domain 1 "
702 3.10.50 "Chitinase A; domain 3 "
703 3.10.100 "Mannose-Binding Protein A; Chain A "
704 3.10.105 "Dipeptide-binding Protein; domain 3 "
705 3.10.110 "Ubiquitin Conjugating Enzyme "
706 3.10.120 "Flavocytochrome B2; Chain A, domain 1 "
707 3.10.129 "Thiol Ester Dehydrase; Chain A "
708 3.10.130 "P-30 Protein "
709 3.10.150 "DNA Polymerase III; Chain A, domain 2 "
710 3.10.170 "Elastase; domain 1 "
711 3.10.180 "2,3-Dihydroxybiphenyl 1,2-Dioxygenase; domain 1 "
712 3.10.196 "Cobalamin-dependent Methionine Synthase; domain 1 "
713 3.10.200 "Carbonic Anhydrase II "
714 3.10.250 "Mac-2 Binding Protein "
715 3.10.260 "Mlu1-box Binding Protein; DNA-binding Domain "
716 3.10.270 "Urate Oxidase "
717 3.10.280 "Mitochondrial Matrix Protein; Chain A "
718 3.10.290 "Structural Genomics Hypothetical 15.5 Kd Protein In mrcA-pckA Intergenic Region; Chain A "
719 3.10.300 "3-methyladenine DNA Glycosylase; Chain A "
720 3.10.310 "Diaminopimelate Epimerase; Chain A, domain 1 "
721 3.10.320 "Class II Histocompatibility Antigen, M Beta Chain; Chain B, domain 1 "
722 3.10.330 "Vcp-like ATPase; Chain A, domain 2 "
723 3.10.340 "Methenyltetrahydromethanopterin Cyclohydrolase; Chain A, domain 1 "
724 3.10.350 "Membrane-bound Lytic Murein Transglycosylase D; Chain A "
725 3.10.360 "Antimicrobial Peptide, Beta-defensin 2; Chain A "
726 3.10.380 "Ribonuclease domain of colicin e3 (Residues 456-551) "
727 3.10.390 "SAND domain "
728 3.10.400 "Sulfate adenylyltransferase "
729 3.10.410 "Formyltetrahydrofolate synthetase; domain 3 "
730 3.10.420 "Bacterial Protein-export protein SecB "
731 3.10.430 "Ribosomal Protein L9; domain 2 "
732 3.10.440 "Ribosomal Protein L31e; Chain W; "
733 3.10.450 "Nuclear Transport Factor 2; Chain A, "
734 3.10.460 "VSV matrix protein "
735 3.10.470 "chromosomal protein mc1 "
736 3.10.490 "Hypothetical upf0131 protein ytfp "
737 3.10.500 "prostaphopain b, domain 1 "
738 3.10.510 "NE1680-like fold "
739 3.10.520 "T-fold "
740 3.10.530 "CPE0013-like fold "
741 3.10.540 "duf1285 like fold "
742 3.10.550 "Atu2299-like "
743 3.10.560 "Outer membrane lipoprotein wza fold like "
744 3.10.570 "sex pheromone staph- cam373 precursor fold "
745 3.10.580 "CBS-domain "
746 3.10.590 "ph1033 like fold "
747 3.10.600 "pyruvate carboxylase f1077a mutant fold "
748 3.10.610 "Pili subunits "
749 3.10.620 "C8orf32 fold "
750 3.10.630 "dip2346 fold like "
751 3.10.640 "Restriction endonuclease-like alpha-beta roll fold "
752 3.10.650 "MalF N-terminal region-like "
753 3.10.660 "Microbial ribonuclease fold "
754 3.10.670 "Secreted effector protein ssei fold "
755 3.10.680 "Photosystem II CP47 reaction center protein "
756 3.10.690 "Bifunctional nuclease domain "
757 3.15.10 "Bactericidal permeability-increasing protein; domain 1 "
758 3.15.20 "Bactericidal permeability-increasing protein; domain 2 "
759 3.15.30 "putative capsid protein of prophage fold "
760 3.20.10 "D-amino Acid Aminotransferase; Chain A, domain 2 "
761 3.20.14 "L-fucose Isomerase; Chain A, domain 3 "
762 3.20.16 "Serine Protease, Human Cytomegalovirus Protease; Chain A "
763 3.20.19 "Aconitase; domain 4 "
764 3.20.20 "TIM Barrel "
765 3.20.70 "Anaerobic Ribonucleotide-triphosphate Reductase Large Chain "
766 3.20.80 "Multidrug-efflux Transporter 1 Regulator Bmrr; Chain A "
767 3.20.90 "Tubby Protein; Chain A "
768 3.20.100 "mRNA Triphosphatase Cet1; Chain A "
769 3.20.110 "7-stranded beta/alpha barrel "
770 3.20.120 "hfbii hydrophobin "
771 3.20.130 "fumarase "
772 3.20.140 "nicotinate phosphoribosyltransferase "
773 3.20.160 "pseudo Tubby roll "
774 3.20.170 "ADP-ribosylation fold "
775 3.20.180 "Split barrel-like "
776 3.20.190 "N-terminal domain of MutM-like DNA repair proteins "
777 3.20.200 "Protein kinase-like fold "
778 3.30.9 "D-Amino Acid Oxidase; Chain A, domain 2 "
779 3.30.10 "Trypsin Inhibitor V; Chain A "
780 3.30.20 "Endochitinase; domain 2 "
781 3.30.30 "Defensin A-like "
782 3.30.40 "Herpes Virus-1 "
783 3.30.43 "Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase; domain 2 "
784 3.30.44 "Smk Toxin, Beta chain "
785 3.30.46 "Glycine N-methyltransferase; chain A, domain 1 "
786 3.30.50 "Erythroid Transcription Factor GATA-1; Chain A "
787 3.30.54 "Replication Terminator Protein; Chain A, domain 2 "
788 3.30.56 "Phenylalanyl-tRNA Synthetase; Chain B, domain 1 "
789 3.30.60 "Wheat Germ Agglutinin (Isolectin 2); domain 1 "
790 3.30.62 "Nef Regulatory Factor "
791 3.30.63 "Guanylate Kinase phosphate binding domain "
792 3.30.65 "Bacterial Topoisomerase I; domain 1 "
793 3.30.66 "Viral Topoisomerase I "
794 3.30.67 "Viral Envelope Glycoprotein; domain 2 "
795 3.30.70 "Alpha-Beta Plaits "
796 3.30.110 "Translation Initiation Factor IF3 "
797 3.30.160 "Double Stranded RNA Binding Domain "
798 3.30.170 "Cyclin-Dependent Kinase Subunit Type 2 "
799 3.30.190 "Ribulose 1,5 Bisphosphate Carboxylase/Oxygenase "
800 3.30.200 "Phosphorylase Kinase; domain 1 "
801 3.30.210 "Beta Polymerase; domain 3 "
802 3.30.230 "Ribosomal Protein S5; domain 2 "
803 3.30.240 "CRO Repressor "
804 3.30.250 "Rec A Protein; domain 2 "
805 3.30.260 "GROEL; domain 2 "
806 3.30.280 "Urease; subunit A "
807 3.30.300 "GMP Synthetase; Chain A, domain 3 "
808 3.30.305 "Colicin Ia; domain 2 "
809 3.30.310 "TATA-Binding Protein "
810 3.30.342 "DNA Polymerase; Chain A, domain 1 "
811 3.30.350 "Subtilisin Inhibitor "
812 3.30.360 "Dihydrodipicolinate Reductase; domain 2 "
813 3.30.365 "Aldehyde Oxidoreductase; domain 4 "
814 3.30.370 "Barnase; Chain D "
815 3.30.379 "Chitobiase; domain 2 "
816 3.30.380 "MS2 Viral Coat Protein "
817 3.30.386 "Chitosanase; Chain A, domain 2 "
818 3.30.387 "Viral Envelope Glycoprotein; domain 3 "
819 3.30.390 "Enolase-like; domain 1 "
820 3.30.410 "Cholesterol Oxidase; domain 2 "
821 3.30.412 "Proaerolysin; Chain A, domain 2 "
822 3.30.413 "Sulfite Reductase Hemoprotein; domain 1 "
823 3.30.420 "Nucleotidyltransferase; domain 5 "
824 3.30.428 "HIT family, subunit A "
825 3.30.429 "Macrophage Migration Inhibitory Factor "
826 3.30.430 "Killer Toxin P4; Chain A "
827 3.30.450 "Beta-Lactamase "
828 3.30.457 "Copper Amine Oxidase; Chain A, domain 1 "
829 3.30.460 "Beta Polymerase; domain 2 "
830 3.30.465 "Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase; domain 3 "
831 3.30.470 "D-amino Acid Aminotransferase; Chain A, domain 1 "
832 3.30.479 "Tetrahydropterin Synthase; Chain A "
833 3.30.497 "Antithrombin; Chain I, domain 2 "
834 3.30.499 "Aconitase; domain 3 "
835 3.30.500 "Murine Class I Major Histocompatibility Complex, H2-DB; Chain A, domain 1 "
836 3.30.505 "SHC Adaptor Protein "
837 3.30.519 "Guanine Nucleotide Dissociation Inhibitor; domain 2 "
838 3.30.530 "Alpha-D-Glucose-1,6-Bisphosphate; Chain A, domain 4 "
839 3.30.540 "Fructose-1,6-Bisphosphatase; Chain A, domain 1 "
840 3.30.559 "Chloramphenicol Acetyltransferase "
841 3.30.560 "Glucose Oxidase; domain 3 "
842 3.30.565 "Heat Shock Protein 90 "
843 3.30.572 "Thymidylate Synthase; Chain A "
844 3.30.590 "Creatine Kinase; Chain A, domain 2 "
845 3.30.700 "Glycoprotein, Type 4 Pilin "
846 3.30.710 "Potassium Channel Kv1.1; Chain A "
847 3.30.720 "Signal recognition particle alu RNA binding heterodimer, srp9/1 "
848 3.30.730 "GCC-box Binding Domain "
849 3.30.740 "Protein Inhibitor Of Neuronal Nitric Oxide Synthase "
850 3.30.750 "Transcription Regulator spoIIAA "
851 3.30.760 "RNA Cap, Translation Initiation Factor Eif4e "
852 3.30.780 "Translation Initiation Factor Eif1 "
853 3.30.800 "Phosphatidylinositol Phosphate Kinase II Beta "
854 3.30.810 "Phosphatidylinositol Phosphate Kinase Iibeta; Chain A, domain 2 "
855 3.30.830 "Cytochrome Bc1 Complex; Chain A, domain 1 "
856 3.30.860 "30s Ribosomal Protein S19; Chain A "
857 3.30.870 "Endonuclease; Chain A "
858 3.30.890 "Methyl-cpg-binding Protein 2; Chain A "
859 3.30.900 "Cell Cycle, Spindle Assembly Checkpoint Protein; Chain A "
860 3.30.910 "Protein Binding, DinI Protein; Chain A "
861 3.30.920 "Metal Transport, Frataxin; Chain A "
862 3.30.930 "BirA Bifunctional Protein; domain 2 "
863 3.30.950 "Methyltransferase, Cobalt-precorrin-4 Transmethylase; Domain 2 "
864 3.30.960 "Translation, Eukaryotic Peptide Chain Release Factor Subunit 1; Chain A "
865 3.30.980 "Threonyl-tRNA Synthetase; Chain A, domain 2 "
866 3.30.990 "Formiminotransferase-cyclodeaminase; Chain B, domain 1 "
867 3.30.1010 "Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 4 "
868 3.30.1020 "Antioxidant, Horf6; Chain A, domain 2 "
869 3.30.1030 "Methenyltetrahydromethanopterin Cyclohydrolase; Chain A, domain 2 "
870 3.30.1040 "Carboxypeptidase Inhibitor; Chain A "
871 3.30.1050 "Nonspecific Lipid-transfer Protein; Chain A "
872 3.30.1060 "Peptide Methionine Sulfoxide Reductase; Chain A "
873 3.30.1070 "Cell Cycle; Chain A "
874 3.30.1110 "Adenosine kinase, small domain "
875 3.30.1120 "Arylsulfatase, C-terminal domain "
876 3.30.1130 "GTP Cyclohydrolase I, domain 2 "
877 3.30.1140 "Ribosomal protein S3 C-terminal domain "
878 3.30.1150 "Fusion Protein Consisting Of Minor Coat Protein, Glycine Rich Linker, Tola, And A His Tag; Chain A; Domain 2 "
879 3.30.1160 "Cyanate Lyase; Chain A, domain 2 "
880 3.30.1170 "Valyl-trna Synthetase; Chain A, domain 4 "
881 3.30.1180 "Hypothetical Protein Tm841; Chain A;domain 3 "
882 3.30.1190 "Dna-binding Protein Tfx; Chain A; "
883 3.30.1200 "Conserved Hypothetical Protein Mth637; Chain A; "
884 3.30.1220 "Hypothetical Protein Yjia; Chain A;domain 2 "
885 3.30.1230 "Hypothetical Cytosolic Protein; Chain A; "
886 3.30.1240 "Hypothetical Protein, Haloacid Dehalogenase-like Hydrolase; Chain A; domain 2 "
887 3.30.1250 "Hypothetical 12.0 Kda Protein In Nam8-gar1 Intergenic Region; Chain A; "
888 3.30.1280 "Mth169; Chain A , "
889 3.30.1300 "Pantoate--beta-alanine Ligase; Chain A,domain 2 "
890 3.30.1310 "Ybab; Chain A; "
891 3.30.1320 "S16 Ribosomal Protein; Chain A; "
892 3.30.1330 "60s Ribosomal Protein L30; Chain A; "
893 3.30.1340 "Histidine-containing Protein; Chain A; "
894 3.30.1350 "Crambin "
895 3.30.1360 "Gyrase A; domain 2 "
896 3.30.1370 "Ribosomal Protein S8; Chain A, domain 1 "
897 3.30.1380 "Muramoyl-pentapeptide Carboxypeptidase; domain 2 "
898 3.30.1390 "Ribosomal Protein L30; Chain A, "
899 3.30.1400 "Cell Division Protein Zipa; Chain A, "
900 3.30.1410 "Gtp Cyclohydrolase I Feedback Regulatory Protein; Chain K "
901 3.30.1420 "Dissimilatory Siroheme-sulfite Reductase; Chain A; domain 1 "
902 3.30.1430 "Ribosomal Protein L3; Chain B; domain 2, "
903 3.30.1440 "50s Ribosomal Protein L5; Chain A, "
904 3.30.1450 "Beta-lactamase Inhibitory Protein; Chain B, domain 1 "
905 3.30.1460 "Yope Regulator; Chain A, "
